Provider Number,Facility Name,Profit or Non-Profit,Chain Organization,# of Dialysis Stations,Patient Transfusion category text,Number of patients included in the transfusion summary,Number of patients in hypercalcemia summary,Number of patient-months in hypercalcemia summary,Number of patients in Serum phosphorus summary,Number of patient-months in Serum phosphorus summary ,Patient hospitalization category text,Patient Hospital Readmission Category,Patient Survival Category Text,Number of patients included in hospitalization summary,Number of hospitalizations included in hospital readmission summary,Number of Patients included in survival summary,Patient Infection category text,Fistula Category Text,Number of Patients included in fistula summary,Number of patients in long term catheter summary,Number of patient months in long term catheter summary,Number of patients in nPCR summary,Number of patient-months in nPCR summary,SWR category text,PPPW category text
142632,FMC - WILLOWBROOK,Profit,FRESENIUS MEDICAL CARE,20,As Expected,71,107,853,115,887,As Expected,As Expected,As Expected,92,106,366,As Expected,As Expected,100,100,764,0,,As Expected,As Expected
142751,"USRC ADVANCED HOME THERAPIES, LLC",Profit,"US RENAL CARE, INC.",4,Not Available,11,19,159,21,130,As Expected,As Expected,As Expected,16,19,57,Not Available,Not Available,0,0,,0,,Not Available,As Expected
142752,DIALYZE DIRECT IL - GLEN ELLYN,Profit,INDEPENDENT,1,As Expected,117,262,1106,282,1017,As Expected,As Expected,Worse than Expected,176,223,527,Not Available,Worse than Expected,285,285,1128,0,,Not Available,As Expected
142753,DAVITA SHILOH DIALYSIS,Profit,DAVITA,16,As Expected,58,72,630,72,637,As Expected,As Expected,As Expected,61,90,275,As Expected,Worse than Expected,73,73,652,0,,As Expected,As Expected
142754,FMC - CICERO,Profit,FRESENIUS MEDICAL CARE,20,As Expected,32,99,880,103,903,As Expected,As Expected,As Expected,66,69,226,As Expected,As Expected,105,105,939,0,,As Expected,As Expected
142755,USRC - VILLA PARK DIALYSIS,Profit,"US RENAL CARE, INC.",13,As Expected,55,74,696,74,711,Better than Expected,As Expected,Better than Expected,65,36,254,Better than Expected,As Expected,77,77,727,0,,As Expected,As Expected
152627,DAVITA ST. JOHN DIALYSIS,Profit,DAVITA,16,Not Available,15,21,150,20,148,As Expected,As Expected,As Expected,17,12,87,As Expected,As Expected,19,19,140,0,,Not Available,As Expected
152628,DAVITA CHESTERTON DIALYSIS,Profit,DAVITA,12,Not Available,9,16,136,16,142,As Expected,As Expected,As Expected,11,16,51,As Expected,As Expected,16,16,140,0,,Not Available,As Expected
162518,DAVITA RENAL CENTER OF STORM LAKE,Profit,DAVITA,16,As Expected,36,45,436,47,442,As Expected,Better than Expected,As Expected,39,30,167,As Expected,As Expected,42,42,397,0,,Not Available,As Expected
162520,DAVITA ATLANTIC DIALYSIS,Profit,DAVITA,6,Not Available,10,16,159,16,163,As Expected,Not Available,As Expected,12,6,49,As Expected,As Expected,16,16,163,0,,Not Available,Worse than Expected
162523,DAVITA NEWTON DIALYSIS,Profit,DAVITA,8,As Expected,13,22,211,22,217,As Expected,As Expected,As Expected,16,20,70,As Expected,As Expected,22,22,218,0,,Not Available,As Expected
162524,DIALYSIS CLINIC INC. - ONAWA,Non-Profit,"DIALYSIS CLINIC, INC.",12,Not Available,17,25,205,28,209,As Expected,As Expected,As Expected,24,16,94,As Expected,As Expected,26,26,205,0,,Not Available,As Expected
112867,DAVITA WEST HIRAM DIALYSIS,Profit,DAVITA,13,As Expected,55,76,710,79,718,As Expected,As Expected,As Expected,59,66,198,As Expected,As Expected,76,76,677,0,,Not Available,As Expected
112868,"BIO-MEDICAL APPLICATIONS OF GEORGIA,LLC",Profit,FRESENIUS MEDICAL CARE,0,Not Available,18,26,229,25,234,As Expected,As Expected,As Expected,20,12,56,Not Available,Not Available,0,0,,0,,Not Available,As Expected
112869,DAVITA COLUMBUS HOME TRAINING (PD/HHD),Profit,DAVITA,0,As Expected,55,69,598,70,612,As Expected,As Expected,As Expected,64,49,229,Not Available,Not Available,10,10,80,0,,As Expected,As Expected
142302,MT SINAI HOSP MED CTR RENAL UNIT,Non-Profit,INDEPENDENT,11,As Expected,52,81,721,79,734,As Expected,As Expected,As Expected,59,60,227,Not Available,Worse than Expected,82,82,752,0,,As Expected,As Expected
142313,JOHN H. STROGER JR.HOSPITAL OF COOK COUNTY,Non-Profit,INDEPENDENT,9,Not Available,7,20,156,18,149,Not Available,Not Available,Not Available,8,7,36,As Expected,Worse than Expected,21,21,171,0,,As Expected,As Expected
142633,DAVITA ILLINI RENAL DIALYSIS,Profit,DAVITA,24,As Expected,72,119,950,122,954,As Expected,Worse than Expected,As Expected,85,124,317,As Expected,As Expected,101,101,799,0,,As Expected,As Expected
142733,DAVITA SPRINGFIELD SOUTH DIALYSIS,Profit,DAVITA,12,As Expected,64,88,763,91,762,As Expected,As Expected,As Expected,76,78,321,As Expected,As Expected,68,68,549,0,,As Expected,As Expected
142734,DAVITA DANVILLE HOME TRAINING,Profit,DAVITA,0,Not Available,13,22,184,25,200,As Expected,As Expected,As Expected,17,18,80,Not Available,Not Available,5,5,44,0,,Not Available,As Expected
142735,FMC - RIVER FOREST DIALYSIS,Profit,FRESENIUS MEDICAL CARE,24,As Expected,100,159,1423,165,1436,As Expected,As Expected,Better than Expected,122,99,437,As Expected,As Expected,136,136,1174,0,,Better than Expected,As Expected
142736,DAVITA BARRINGTON CREEK DIALYSIS,Profit,DAVITA,12,As Expected,31,42,354,44,360,As Expected,As Expected,As Expected,40,46,140,As Expected,As Expected,33,33,258,0,,Not Available,As Expected
142756,FMC - SOUTH DEERING DIALYSIS,Profit,FRESENIUS MEDICAL CARE,20,As Expected,43,60,596,60,602,As Expected,As Expected,As Expected,47,60,307,As Expected,As Expected,61,61,617,0,,Not Available,As Expected
142852,DIALYSIS CARE CENTER - MCHENRY,Profit,INDEPENDENT,14,Not Available,17,27,139,30,167,As Expected,As Expected,As Expected,25,19,25,Not Available,As Expected,29,29,170,0,,Not Available,As Expected
142853,FMC - SPRINGFIELD EAST,Profit,FRESENIUS MEDICAL CARE,9,Not Available,6,13,60,17,70,Not Available,Not Available,Not Available,10,4,10,Not Available,As Expected,18,18,72,0,,Not Available,As Expected
142854,DAVITA FORD CITY DIALYSIS,Profit,DAVITA,12,Not Available,3,6,24,8,28,Not Available,Not Available,Not Available,3,3,3,Not Available,Not Available,8,8,29,0,,Not Available,As Expected
142855,DAVITA SALT CREEK DIALYSIS,Profit,INDEPENDENT,12,Not Available,3,3,13,4,16,Not Available,Not Available,Not Available,3,4,3,Not Available,Not Available,4,4,16,0,,Not Available,Not Available
142856,FKC - ELGIN,Profit,FRESENIUS MEDICAL CARE,12,Not Available,19,38,145,42,152,As Expected,As Expected,Not Available,24,14,24,Not Available,As Expected,43,43,161,0,,Not Available,As Expected
162525,FMC MIDWEST DIALYSIS,Profit,FRESENIUS MEDICAL CARE,16,As Expected,55,78,662,85,706,As Expected,As Expected,As Expected,65,63,276,Better than Expected,As Expected,85,85,704,0,,As Expected,As Expected
162526,DAVITA WEST UNION DIALYSIS CENTER,Profit,DAVITA,16,As Expected,21,29,257,32,268,As Expected,Not Available,As Expected,23,7,109,As Expected,Better than Expected,31,31,263,0,,Not Available,As Expected
142776,DAVITA JOLIET HOME DIALYSIS (PD ONLY),Profit,INDEPENDENT,0,As Expected,20,29,246,32,265,As Expected,As Expected,As Expected,22,20,95,Not Available,Not Available,0,0,,0,,Not Available,As Expected
142777,DAVITA GARFIELD KIDNEY CENTER,Profit,DAVITA,24,As Expected,59,108,908,108,899,Worse than Expected,As Expected,As Expected,67,82,317,As Expected,As Expected,110,110,941,0,,As Expected,As Expected
142778,FMC - NORMAL DIALYSIS,Profit,FRESENIUS MEDICAL CARE,12,As Expected,41,56,484,58,491,As Expected,As Expected,As Expected,48,63,186,As Expected,As Expected,56,56,494,0,,Not Available,As Expected
142779,NX STAGE KIDNEY CARE,Profit,INDEPENDENT,8,Worse than Expected,27,42,372,42,327,As Expected,As Expected,As Expected,33,37,105,Better than Expected,As Expected,41,41,342,0,,Not Available,As Expected
142316,DIALYSIS - UNIVERSITY OF ILLINOIS HOSPITAL,Profit,INDEPENDENT,24,As Expected,72,170,1561,173,1595,As Expected,As Expected,Better than Expected,128,127,566,As Expected,As Expected,154,154,1410,0,,Better than Expected,Better than Expected
142329,LOYOLA CENTER FOR DIALYSIS,Non-Profit,INDEPENDENT,31,As Expected,149,193,1869,204,1940,As Expected,As Expected,Better than Expected,172,162,674,As Expected,As Expected,182,182,1685,2,17,As Expected,As Expected
142337,UPH - HOME DIALYSIS CLINIC,Profit,INDEPENDENT,1,Not Available,3,4,15,4,4,Not Available,Not Available,Not Available,3,0,3,Not Available,Not Available,3,3,11,0,,Not Available,Not Available
142501,FMC - NEOMEDICA - NORTH KILPATRICK,Profit,FRESENIUS MEDICAL CARE,28,As Expected,85,154,1422,158,1455,As Expected,As Expected,Better than Expected,110,131,453,As Expected,As Expected,141,141,1267,0,,As Expected,As Expected
142608,DAVITA BENTON DIALYSIS,Profit,DAVITA,13,As Expected,36,57,479,59,495,As Expected,As Expected,As Expected,47,64,201,As Expected,As Expected,52,52,438,0,,Not Available,As Expected
142609,DAVITA CENTRALIA DIALYSIS,Profit,DAVITA,14,As Expected,58,78,657,86,708,As Expected,As Expected,As Expected,64,90,273,As Expected,As Expected,74,74,576,0,,As Expected,As Expected
142737,ARA - MCHENRY DIALYSIS CENTER,Profit,AMERICAN RENAL ASSOCIATES,13,As Expected,24,40,305,41,315,As Expected,As Expected,As Expected,32,36,145,As Expected,As Expected,41,41,304,0,,Not Available,As Expected
142738,USRC - STREAMWOOD DIALYSIS,Profit,"US RENAL CARE, INC.",13,As Expected,29,55,512,60,543,As Expected,As Expected,As Expected,45,51,169,Better than Expected,As Expected,53,53,487,0,,Not Available,As Expected
112889,"FRESENIUS MEDICAL CARE BRASELTON, LLC",Profit,FRESENIUS MEDICAL CARE,17,As Expected,61,92,770,101,816,As Expected,As Expected,As Expected,71,54,244,Better than Expected,As Expected,84,84,659,0,,As Expected,As Expected
112890,"INNOVATIVE HOME DIALYSIS OF GEORGIA, LLC",Profit,"US RENAL CARE, INC.",1,As Expected,34,44,387,47,416,As Expected,Worse than Expected,As Expected,38,38,132,Not Available,Not Available,0,0,,0,,As Expected,As Expected
112891,DAVITA SAVANNAH RIVERSIDE AT HOME,Profit,DAVITA,16,As Expected,50,66,580,69,615,As Expected,As Expected,As Expected,54,53,183,As Expected,As Expected,61,61,537,0,,As Expected,As Expected
112892,DAVITA LOCUST GROVE DIALYSIS,Profit,DAVITA,12,As Expected,40,50,429,50,415,As Expected,As Expected,As Expected,42,30,170,As Expected,As Expected,41,41,324,0,,Not Available,Better than Expected
142857,DAVITA BRICKYARD DIALYSIS,Profit,DAVITA,12,Not Available,4,9,31,11,39,Not Available,Not Available,Not Available,4,6,4,Not Available,As Expected,11,11,39,0,,Not Available,As Expected
152604,US RENAL CARE-DALEVILLE,Profit,"US RENAL CARE, INC.",17,As Expected,36,47,418,49,445,As Expected,As Expected,As Expected,39,47,120,As Expected,As Expected,49,49,450,0,,Not Available,As Expected
152605,FMC NEW CASTLE,Profit,FRESENIUS MEDICAL CARE,21,As Expected,37,51,496,59,526,As Expected,As Expected,As Expected,49,82,202,As Expected,As Expected,59,59,514,0,,Not Available,As Expected
152606,FMC - WINCHESTER IN,Profit,FRESENIUS MEDICAL CARE,12,Worse than Expected,37,48,429,51,454,As Expected,As Expected,As Expected,46,47,180,As Expected,As Expected,50,50,445,0,,Not Available,As Expected
152607,DSI - NORTH MUNCIE,Profit,"US RENAL CARE, INC.",30,As Expected,81,121,1041,126,1080,As Expected,As Expected,As Expected,100,124,446,As Expected,As Expected,105,105,902,0,,As Expected,As Expected
142780,FMC - WEST FRANKFORT HOME THERAPIES,Profit,FRESENIUS MEDICAL CARE,1,Not Available,18,21,166,21,177,As Expected,As Expected,As Expected,20,19,55,Not Available,Not Available,1,1,10,0,,Not Available,As Expected
142781,FMC - AVANTUS HOME THERAPY,Profit,FRESENIUS MEDICAL CARE,0,Not Available,15,30,225,30,244,As Expected,As Expected,As Expected,19,15,72,Not Available,Not Available,2,2,19,0,,Not Available,As Expected
152512,DAVITA MARION COUNTY DIALYSIS,Profit,DAVITA,24,As Expected,54,84,758,89,788,Worse than Expected,As Expected,As Expected,67,93,336,As Expected,As Expected,88,88,777,0,,As Expected,As Expected
152515,FMC - NORTHEAST INDIANA KIDNEY CTR - FORT WAYNE,Profit,FRESENIUS MEDICAL CARE,24,As Expected,65,107,889,115,924,As Expected,As Expected,As Expected,80,102,350,As Expected,As Expected,85,85,678,0,,Not Available,As Expected
152516,FMC - GRANT COUNTY DIALYSIS,Profit,FRESENIUS MEDICAL CARE,24,Worse than Expected,96,141,1344,146,1372,As Expected,As Expected,As Expected,115,126,453,As Expected,As Expected,128,128,1204,0,,As Expected,As Expected
142611,FMC - PONTIAC,Profit,FRESENIUS MEDICAL CARE,10,As Expected,26,40,384,44,410,As Expected,As Expected,As Expected,35,46,135,As Expected,As Expected,45,45,423,0,,Not Available,As Expected
142612,FMC - ELMHURST DIALYSIS CENTER,Profit,FRESENIUS MEDICAL CARE,28,As Expected,84,137,1265,149,1337,As Expected,As Expected,As Expected,104,105,428,Better than Expected,As Expected,149,149,1334,0,,As Expected,As Expected
142613,FMC - PEORIA NORTH,Profit,FRESENIUS MEDICAL CARE,21,As Expected,102,148,1161,152,1203,As Expected,As Expected,As Expected,123,120,509,Better than Expected,As Expected,151,151,1188,0,,As Expected,Better than Expected
142715,DAVITA COBBLESTONE DIALYSIS,Profit,DAVITA,16,As Expected,55,85,759,85,756,As Expected,As Expected,As Expected,67,86,279,As Expected,As Expected,86,86,775,1,2,As Expected,As Expected
142716,DAVITA CRYSTAL SPRINGS DIALYSIS,Profit,DAVITA,16,As Expected,39,57,466,58,471,As Expected,As Expected,As Expected,53,69,239,As Expected,As Expected,57,57,475,0,,Not Available,As Expected
152551,FMC - SHELBYVILLE,Profit,FRESENIUS MEDICAL CARE,12,As Expected,38,51,371,51,389,As Expected,As Expected,As Expected,46,58,160,As Expected,As Expected,52,52,397,0,,As Expected,As Expected
152552,FMC - HENDRICKS COUNTY,Profit,FRESENIUS MEDICAL CARE,21,As Expected,47,83,764,89,799,As Expected,As Expected,As Expected,63,93,263,As Expected,As Expected,69,69,615,0,,As Expected,As Expected
152553,FMC - MORGAN COUNTY,Profit,FRESENIUS MEDICAL CARE,12,As Expected,34,51,441,52,464,As Expected,As Expected,As Expected,42,46,197,As Expected,As Expected,53,53,471,0,,Not Available,As Expected
152554,FMC - FLOYD COUNTY,Profit,FRESENIUS MEDICAL CARE,21,As Expected,68,102,933,109,988,As Expected,As Expected,Better than Expected,88,108,327,Better than Expected,As Expected,105,105,964,0,,Not Available,As Expected
152556,FMC - NOBLESVILLE DIALYSIS,Profit,FRESENIUS MEDICAL CARE,12,As Expected,59,92,846,96,873,As Expected,As Expected,As Expected,71,75,316,As Expected,As Expected,74,74,601,0,,As Expected,As Expected
152558,FMC - COLUMBUS BARTHOLOMEW,Profit,FRESENIUS MEDICAL CARE,14,As Expected,70,112,925,119,983,As Expected,As Expected,As Expected,90,97,353,Better than Expected,As Expected,92,92,769,0,,Not Available,As Expected
142837,FKC - EAST AURORA,Profit,FRESENIUS MEDICAL CARE,12,As Expected,31,55,386,59,410,As Expected,As Expected,As Expected,40,31,57,Better than Expected,As Expected,59,59,420,0,,Not Available,As Expected
142838,DAVITA FOXPOINT DIALYSIS,Profit,DAVITA,12,Not Available,15,21,125,23,151,As Expected,As Expected,Not Available,16,12,21,As Expected,As Expected,23,23,152,0,,Not Available,As Expected
142839,FKC - BELLEVILLE,Profit,FRESENIUS MEDICAL CARE,12,As Expected,35,52,410,55,448,As Expected,As Expected,As Expected,39,48,61,Better than Expected,As Expected,55,55,454,0,,Not Available,As Expected
152583,FMC - HUNTINGTON DIALYSIS,Profit,FRESENIUS MEDICAL CARE,12,As Expected,42,57,477,62,501,As Expected,As Expected,As Expected,51,62,165,As Expected,As Expected,57,57,482,0,,Not Available,As Expected
152584,FMC- LOGANSPORT DIALYSIS,Profit,FRESENIUS MEDICAL CARE,12,As Expected,38,57,485,60,507,As Expected,As Expected,As Expected,45,66,204,Better than Expected,As Expected,60,60,505,0,,Not Available,As Expected
152585,FMC - SHADELAND STATION,Profit,FRESENIUS MEDICAL CARE,24,As Expected,107,118,1027,128,1068,As Expected,As Expected,As Expected,120,150,479,Better than Expected,As Expected,128,128,1072,0,,As Expected,As Expected
102627,DAVITA QUINCY DIALYSIS,Profit,DAVITA,22,As Expected,70,104,974,105,976,As Expected,As Expected,As Expected,79,91,319,As Expected,As Expected,108,108,999,0,,As Expected,As Expected
102628,DAVITA GULF COAST DIALYSIS,Profit,DAVITA,1,Not Available,11,15,82,14,81,As Expected,Not Available,As Expected,14,4,56,Not Available,Not Available,0,0,,0,,Not Available,As Expected
102629,FMC - TAMARAC,Profit,FRESENIUS MEDICAL CARE,24,As Expected,80,122,1037,136,1084,Worse than Expected,As Expected,As Expected,101,141,369,As Expected,As Expected,132,132,1066,0,,As Expected,As Expected
102630,DAVITA CENTER FOR KIDNEY DISEASE AT VENTURE,Profit,DAVITA,16,As Expected,72,92,789,93,789,As Expected,As Expected,As Expected,80,83,306,As Expected,As Expected,94,94,792,0,,As Expected,As Expected
102632,DAVITA TAMARAC ARTIFICIAL KIDNEY CENTER,Profit,DAVITA,12,As Expected,57,90,734,93,735,Worse than Expected,Worse than Expected,As Expected,67,95,289,As Expected,As Expected,96,96,772,0,,Not Available,As Expected
72538,MANCHESTER DIALYSIS CENTER,Non-Profit,"DIALYSIS CLINIC, INC.",31,As Expected,54,85,697,89,744,As Expected,As Expected,As Expected,69,81,269,As Expected,As Expected,76,76,629,0,,Not Available,As Expected
72539,U.S.RENAL CARE ORANGE DIALYSIS,Profit,"US RENAL CARE, INC.",18,As Expected,110,166,1522,167,1550,As Expected,As Expected,As Expected,134,151,537,Worse than Expected,As Expected,148,148,1282,0,,Better than Expected,As Expected
102513,DAVITA FORT MYERS DIALYSIS,Profit,DAVITA,33,As Expected,131,183,1593,188,1620,As Expected,As Expected,As Expected,149,213,617,As Expected,Worse than Expected,156,156,1373,0,,As Expected,As Expected
102514,DAVITA PANAMA CITY DIALYSIS CENTER,Profit,DAVITA,37,Not Available,31,45,215,47,220,As Expected,As Expected,As Expected,39,36,250,Not Available,As Expected,40,40,196,0,,Not Available,As Expected
102517,MELBOURNE KIDNEY CENTER,Non-Profit,CENTRAL FLORIDA KIDNEY CENTERS,28,As Expected,93,121,1098,129,1152,As Expected,As Expected,As Expected,106,150,411,Not Available,As Expected,114,114,1017,0,,As Expected,As Expected
152661,DAVITA INDY EAST DIALYSIS,Profit,DAVITA,16,As Expected,69,100,826,96,801,As Expected,As Expected,As Expected,79,100,303,As Expected,As Expected,94,94,790,0,,Not Available,As Expected
152662,DAVITA VINCENNES HOME DIALYSIS,Profit,DAVITA,1,Not Available,14,20,154,22,160,As Expected,Not Available,As Expected,20,8,58,Not Available,Not Available,5,5,54,0,,Not Available,As Expected
152664,DAVITA ELKHART,Profit,DAVITA,12,As Expected,47,72,622,74,644,As Expected,As Expected,As Expected,53,48,160,As Expected,As Expected,65,65,572,0,,As Expected,As Expected
152665,DAVITA MUNCIE DIALYSIS,Profit,DAVITA,12,Not Available,15,22,155,23,157,As Expected,As Expected,As Expected,17,29,54,As Expected,As Expected,21,21,153,0,,Not Available,As Expected
152666,DAVITA SPRING STREET DIALYSIS,Profit,DAVITA,13,Not Available,23,39,218,39,229,As Expected,As Expected,As Expected,31,33,108,As Expected,As Expected,39,39,228,0,,Not Available,As Expected
152586,FMC - CONNERSVILLE,Profit,FRESENIUS MEDICAL CARE,12,As Expected,33,51,456,55,478,As Expected,As Expected,As Expected,45,50,199,As Expected,As Expected,54,54,464,0,,As Expected,As Expected
152588,FMC - IRVINGTON,Profit,FRESENIUS MEDICAL CARE,6,As Expected,49,82,622,88,642,As Expected,As Expected,As Expected,59,32,220,Not Available,Not Available,9,9,35,0,,Better than Expected,As Expected
152589,DAVITA NEW ALBANY DIALYSIS,Profit,DAVITA,0,Not Available,21,23,110,24,114,As Expected,As Expected,As Expected,23,12,101,Not Available,As Expected,23,23,111,0,,Not Available,As Expected
152687,DAVITA HOME DIALYSIS OF INDIANAPOLIS,Profit,DAVITA,5,As Expected,58,86,781,86,743,As Expected,As Expected,As Expected,64,60,223,Not Available,As Expected,42,42,397,0,,Not Available,Better than Expected
152688,DAVITA METRO POINT DIALYSIS,Profit,DAVITA,16,As Expected,56,71,632,69,596,As Expected,As Expected,As Expected,61,47,175,As Expected,As Expected,73,73,650,0,,Not Available,As Expected
53525,COMMUNITY DIALYSIS CENTER,Non-Profit,INDEPENDENT,41,As Expected,165,240,2320,252,2417,As Expected,As Expected,As Expected,175,159,617,As Expected,As Expected,227,227,2136,0,,As Expected,Better than Expected
